TransactionID,CustomerID,Date,ProductID,Price,Qty,TotalAmount,StoreID,Product Name,StoreName,GroupStore,Type,Age,Gender,Marital Status,Income
TR26549,301,2022-06-16,P6,18000,4,72000,3,Cashew,Prima Kota,Prima,Modern Trade,60,Wanita,Married,8970000
TR28686,444,2022-06-16,P4,12000,3,36000,7,Potato Chip,Buana Indah,Buana,General Trade,53,Wanita,Married,15310000
TR33511,264,2022-06-16,P3,7500,4,30000,9,Crackers,Lingga,Lingga,Modern Trade,21,Pria,Single,1120000
TR42097,405,2022-06-16,P7,9400,5,47000,7,Coffee Candy,Buana Indah,Buana,General Trade,18,Wanita,Single,0
TR52604,94,2022-06-16,P10,15000,5,75000,5,Cheese Stick,Bonafid,Gita,General Trade,53,Wanita,Married,12940000
TR59429,137,2022-06-16,P5,4200,5,21000,2,Thai Tea,Prima Kelapa Dua,Prima,Modern Trade,34,Pria,Married,6360000
TR68346,446,2022-06-16,P3,7500,3,22500,4,Crackers,Gita Ginara,Gita,General Trade,57,Wanita,Married,7810000
TR77208,241,2022-06-16,P7,9400,4,37600,11,Coffee Candy,Sinar Harapan,Prestasi,General Trade,24,Pria,Single,570000
TR78151,234,2022-06-16,P4,12000,1,12000,8,Potato Chip,Sinar Harapan,Harapan Baru,General Trade,61,Pria,Married,10860000
TR80619,93,2022-06-16,P7,9400,5,47000,9,Coffee Candy,Lingga,Lingga,Modern Trade,32,Wanita,Married,4850000
TR86261,360,2022-06-16,P3,7500,3,22500,12,Crackers,Prestasi Utama,Prestasi,General Trade,54,Wanita,Married,35780000
TR99203,286,2022-06-16,P5,4200,4,16800,4,Thai Tea,Gita Ginara,Gita,General Trade,60,Wanita,Married,6190000
TR10160,440,2022-06-17,P6,18000,4,72000,11,Cashew,Sinar Harapan,Prestasi,General Trade,40,Wanita,Married,3470000
TR16136,315,2022-06-17,P8,16000,2,32000,2,Oat,Prima Kelapa Dua,Prima,Modern Trade,29,Pria,Married,4180000
TR17852,133,2022-06-17,P4,12000,2,24000,1,Potato Chip,Prima Tendean,Prima,Modern Trade,47,Pria,Married,20810000
TR20938,43,2022-06-17,P5,4200,4,16800,10,Thai Tea,Harapan Baru,Harapan Baru,General Trade,53,Wanita,Married,16640000
TR22460,299,2022-06-17,P4,12000,5,60000,14,Potato Chip,Priangan,Priangan,Modern Trade,37,Pria,Married,4540000
TR31363,232,2022-06-17,P10,15000,2,30000,7,Cheese Stick,Buana Indah,Buana,General Trade,62,Wanita,Married,7320000
TR31626,210,2022-06-17,P5,4200,4,16800,11,Thai Tea,Sinar Harapan,Prestasi,General Trade,33,Wanita,Married,1090000
TR382,198,2022-06-17,P7,9400,5,47000,6,Coffee Candy,Lingga,Lingga,Modern Trade,45,Wanita,Married,10690000
TR41210,61,2022-06-17,P2,3200,6,19200,14,Ginger Candy ,Priangan,Priangan,Modern Trade,40,Wanita,Married,70000
TR42952,196,2022-06-17,P2,3200,4,12800,6,Ginger Candy ,Lingga,Lingga,Modern Trade,34,Wanita,Married,3170000
TR51674,296,2022-06-17,P8,16000,2,32000,7,Oat,Buana Indah,Buana,General Trade,38,Pria,Single,3180000
TR58718,274,2022-06-17,P2,3200,4,12800,8,Ginger Candy ,Sinar Harapan,Harapan Baru,General Trade,48,Wanita,Married,11990000
TR5995,102,2022-06-17,P3,7500,6,45000,11,Crackers,Sinar Harapan,Prestasi,General Trade,39,Wanita,Married,6440000
TR65951,383,2022-06-17,P5,4200,3,12600,11,Thai Tea,Sinar Harapan,Prestasi,General Trade,39,Wanita,Married,3270000
TR72086,197,2022-06-17,P9,10000,3,30000,5,Yoghurt,Bonafid,Gita,General Trade,51,Wanita,Married,13330000
TR89247,115,2022-06-17,P5,4200,4,16800,3,Thai Tea,Prima Kota,Prima,Modern Trade,39,Wanita,Married,5070000
TR95405,104,2022-06-17,P2,3200,5,16000,11,Ginger Candy ,Sinar Harapan,Prestasi,General Trade,31,Pria,Married,7920000
TR15200,227,2022-06-18,P7,9400,2,18800,2,Coffee Candy,Prima Kelapa Dua,Prima,Modern Trade,33,Wanita,Married,7720000
TR17356,296,2022-06-18,P2,3200,5,16000,5,Ginger Candy ,Bonafid,Gita,General Trade,38,Pria,Single,3180000
TR2600,155,2022-06-18,P8,16000,3,48000,6,Oat,Lingga,Lingga,Modern Trade,40,Wanita,Married,7170000
TR29113,32,2022-06-18,P1,8800,7,61600,9,Choco Bar,Lingga,Lingga,Modern Trade,34,Wanita,Married,10960000
TR33422,215,2022-06-18,P5,4200,4,16800,6,Thai Tea,Lingga,Lingga,Modern Trade,25,Wanita,Single,5540000
TR34331,13,2022-06-18,P9,10000,3,30000,4,Yoghurt,Gita Ginara,Gita,General Trade,23,Wanita,Single,2030000
TR50337,8,2022-06-18,P8,16000,3,48000,12,Oat,Prestasi Utama,Prestasi,General Trade,37,Pria,Married,5490000
TR58023,240,2022-06-18,P8,16000,2,32000,9,Oat,Lingga,Lingga,Modern Trade,22,Pria,Single,3330000
TR60181,236,2022-06-18,P3,7500,5,37500,9,Crackers,Lingga,Lingga,Modern Trade,28,Wanita,Married,3130000
TR73057,41,2022-06-18,P5,4200,4,16800,11,Thai Tea,Sinar Harapan,Prestasi,General Trade,51,Wanita,Married,16420000
TR73862,334,2022-06-18,P2,3200,5,16000,1,Ginger Candy ,Prima Tendean,Prima,Modern Trade,70,Wanita,Married,5990000
TR80981,168,2022-06-18,P9,10000,5,50000,3,Yoghurt,Prima Kota,Prima,Modern Trade,27,Wanita,Married,4880000
TR81596,230,2022-06-18,P5,4200,3,12600,2,Thai Tea,Prima Kelapa Dua,Prima,Modern Trade,40,Pria,Married,4320000
TR81792,208,2022-06-18,P5,4200,3,12600,3,Thai Tea,Prima Kota,Prima,Modern Trade,39,Pria,Married,7520000
TR83961,176,2022-06-18,P5,4200,3,12600,2,Thai Tea,Prima Kelapa Dua,Prima,Modern Trade,54,Pria,Married,18320000
TR98635,19,2022-06-18,P8,16000,1,16000,9,Oat,Lingga,Lingga,Modern Trade,24,Pria,Single,4140000
TR14064,78,2022-06-19,P2,3200,3,9600,8,Ginger Candy ,Sinar Harapan,Harapan Baru,General Trade,41,Pria,Married,10340000
TR14319,283,2022-06-19,P9,10000,3,30000,14,Yoghurt,Priangan,Priangan,Modern Trade,19,Pria,Single,0
TR14843,374,2022-06-19,P2,3200,3,9600,8,Ginger Candy ,Sinar Harapan,Harapan Baru,General Trade,32,Wanita,Single,540000
TR15080,260,2022-06-19,P10,15000,2,30000,1,Cheese Stick,Prima Tendean,Prima,Modern Trade,33,Wanita,Single,6650000
TR17035,360,2022-06-19,P8,16000,1,16000,8,Oat,Sinar Harapan,Harapan Baru,General Trade,54,Wanita,Married,35780000
TR19169,325,2022-06-19,P3,7500,1,7500,10,Crackers,Harapan Baru,Harapan Baru,General Trade,37,Wanita,Single,3250000
TR24012,372,2022-06-19,P7,9400,4,37600,7,Coffee Candy,Buana Indah,Buana,General Trade,31,Pria,Married,6190000
TR28184,117,2022-06-19,P9,10000,4,40000,4,Yoghurt,Gita Ginara,Gita,General Trade,45,Pria,Married,12550000
TR36169,333,2022-06-19,P3,7500,2,15000,9,Crackers,Lingga,Lingga,Modern Trade,47,Wanita,Married,17990000
TR37887,11,2022-06-19,P2,3200,4,12800,14,Ginger Candy ,Priangan,Priangan,Modern Trade,42,Wanita,Married,12250000
TR38222,278,2022-06-19,P2,3200,7,22400,6,Ginger Candy ,Lingga,Lingga,Modern Trade,31,Pria,Married,9760000
TR59944,442,2022-06-19,P1,8800,4,35200,12,Choco Bar,Prestasi Utama,Prestasi,General Trade,42,Pria,Married,14880000
TR74572,109,2022-06-19,P8,16000,2,32000,6,Oat,Lingga,Lingga,Modern Trade,35,Pria,Married,10040000
TR77568,444,2022-06-19,P2,3200,7,22400,1,Ginger Candy ,Prima Tendean,Prima,Modern Trade,53,Wanita,Married,15310000
TR82328,3,2022-06-19,P8,16000,3,48000,4,Oat,Gita Ginara,Gita,General Trade,32,Pria,Married,9170000
TR12914,345,2022-06-20,P2,3200,5,16000,14,Ginger Candy ,Priangan,Priangan,Modern Trade,31,Wanita,Married,5060000
TR21232,15,2022-06-20,P9,10000,3,30000,14,Yoghurt,Priangan,Priangan,Modern Trade,30,Wanita,Married,4520000
TR27197,374,2022-06-20,P7,9400,4,37600,3,Coffee Candy,Prima Kota,Prima,Modern Trade,32,Wanita,Single,540000
TR40449,419,2022-06-20,P7,9400,6,56400,14,Coffee Candy,Priangan,Priangan,Modern Trade,38,Pria,Married,3860000
TR46321,73,2022-06-20,P5,4200,2,8400,14,Thai Tea,Priangan,Priangan,Modern Trade,53,Wanita,Married,13710000
TR47997,202,2022-06-20,P7,9400,3,28200,10,Coffee Candy,Harapan Baru,Harapan Baru,General Trade,28,Wanita,Married,4530000
TR60439,99,2022-06-20,P7,9400,4,37600,9,Coffee Candy,Lingga,Lingga,Modern Trade,40,Wanita,Married,8470000
TR65174,48,2022-06-20,P2,3200,3,9600,10,Ginger Candy ,Harapan Baru,Harapan Baru,General Trade,32,Wanita,Married,10620000
TR82087,84,2022-06-20,P7,9400,6,56400,8,Coffee Candy,Sinar Harapan,Harapan Baru,General Trade,54,Wanita,Married,18120000
TR89227,240,2022-06-20,P8,16000,1,16000,10,Oat,Harapan Baru,Harapan Baru,General Trade,22,Pria,Single,3330000
TR13471,207,2022-06-21,P5,4200,3,12600,6,Thai Tea,Lingga,Lingga,Modern Trade,35,Pria,Married,10540000
TR15109,163,2022-06-21,P4,12000,1,12000,3,Potato Chip,Prima Kota,Prima,Modern Trade,47,Pria,Married,630000
TR15132,288,2022-06-21,P8,16000,2,32000,8,Oat,Sinar Harapan,Harapan Baru,General Trade,22,Wanita,Single,0
TR27326,399,2022-06-21,P3,7500,1,7500,9,Crackers,Lingga,Lingga,Modern Trade,52,Pria,Single,33770000
TR33447,368,2022-06-21,P6,18000,2,36000,3,Cashew,Prima Kota,Prima,Modern Trade,44,Wanita,Married,16130000
TR34815,20,2022-06-21,P6,18000,3,54000,6,Cashew,Lingga,Lingga,Modern Trade,43,Wanita,Married,18910000
TR36142,323,2022-06-21,P9,10000,6,60000,8,Yoghurt,Sinar Harapan,Harapan Baru,General Trade,58,Wanita,Married,10550000
TR38412,193,2022-06-21,P2,3200,3,9600,5,Ginger Candy ,Bonafid,Gita,General Trade,42,Wanita,Married,20640000
TR62670,447,2022-06-21,P4,12000,3,36000,3,Potato Chip,Prima Kota,Prima,Modern Trade,54,Pria,Married,20370000
TR76831,116,2022-06-21,P4,12000,3,36000,6,Potato Chip,Lingga,Lingga,Modern Trade,51,Pria,Married,15770000
TR79023,419,2022-06-21,P8,16000,3,48000,3,Oat,Prima Kota,Prima,Modern Trade,38,Pria,Married,3860000
TR79753,16,2022-06-21,P2,3200,4,12800,12,Ginger Candy ,Prestasi Utama,Prestasi,General Trade,52,Wanita,Married,1180000
TR82633,332,2022-06-21,P2,3200,5,16000,14,Ginger Candy ,Priangan,Priangan,Modern Trade,28,Pria,Single,6910000
TR96435,336,2022-06-21,P10,15000,1,15000,4,Cheese Stick,Gita Ginara,Gita,General Trade,51,Wanita,Single,10840000
TR12273,137,2022-06-22,P6,18000,3,54000,6,Cashew,Lingga,Lingga,Modern Trade,34,Pria,Married,6360000
TR22821,240,2022-06-22,P8,16000,2,32000,6,Oat,Lingga,Lingga,Modern Trade,22,Pria,Single,3330000
TR28552,249,2022-06-22,P2,3200,3,9600,10,Ginger Candy ,Harapan Baru,Harapan Baru,General Trade,47,Wanita,Married,13340000
TR3519,111,2022-06-22,P2,3200,5,16000,14,Ginger Candy ,Priangan,Priangan,Modern Trade,59,Pria,Married,4590000
TR35207,239,2022-06-22,P6,18000,4,72000,12,Cashew,Prestasi Utama,Prestasi,General Trade,41,Pria,Married,6550000
TR43126,360,2022-06-22,P6,18000,3,54000,1,Cashew,Prima Tendean,Prima,Modern Trade,54,Wanita,Married,35780000
TR43254,321,2022-06-22,P7,9400,6,56400,14,Coffee Candy,Priangan,Priangan,Modern Trade,45,Wanita,Married,8030000
TR44785,329,2022-06-22,P2,3200,4,12800,10,Ginger Candy ,Harapan Baru,Harapan Baru,General Trade,19,Pria,Single,0
TR58302,245,2022-06-22,P4,12000,1,12000,12,Potato Chip,Prestasi Utama,Prestasi,General Trade,26,Pria,Married,4580000
TR64044,386,2022-06-22,P3,7500,1,7500,13,Crackers,Buana,Buana,General Trade,33,Wanita,Married,6950000
TR67475,85,2022-06-22,P8,16000,3,48000,8,Oat,Sinar Harapan,Harapan Baru,General Trade,59,Pria,Married,7890000
TR71412,8,2022-06-22,P9,10000,2,20000,8,Yoghurt,Sinar Harapan,Harapan Baru,General Trade,37,Pria,Married,5490000
TR77639,355,2022-06-22,P8,16000,1,16000,3,Oat,Prima Kota,Prima,Modern Trade,19,Pria,Single,0
TR77873,80,2022-06-22,P4,12000,4,48000,1,Potato Chip,Prima Tendean,Prima,Modern Trade,44,Wanita,Married,13450000
TR84098,234,2022-06-22,P7,9400,4,37600,13,Coffee Candy,Buana,Buana,General Trade,61,Pria,Married,10860000
TR842,137,2022-06-22,P7,9400,4,37600,1,Coffee Candy,Prima Tendean,Prima,Modern Trade,34,Pria,Married,6360000
TR84758,255,2022-06-22,P10,15000,2,30000,5,Cheese Stick,Bonafid,Gita,General Trade,24,Pria,Single,5780000
TR90376,421,2022-06-22,P7,9400,4,37600,8,Coffee Candy,Sinar Harapan,Harapan Baru,General Trade,35,Wanita,Married,9010000
TR91012,113,2022-06-22,P2,3200,5,16000,8,Ginger Candy ,Sinar Harapan,Harapan Baru,General Trade,57,Wanita,Married,7130000
TR96585,48,2022-06-22,P2,3200,5,16000,8,Ginger Candy ,Sinar Harapan,Harapan Baru,General Trade,32,Wanita,Married,10620000
TR16953,6,2022-06-23,P8,16000,3,48000,11,Oat,Sinar Harapan,Prestasi,General Trade,23,Wanita,Married,2330000
TR31016,337,2022-06-23,P10,15000,2,30000,11,Cheese Stick,Sinar Harapan,Prestasi,General Trade,43,Pria,Married,5120000
TR37848,273,2022-06-23,P9,10000,2,20000,10,Yoghurt,Harapan Baru,Harapan Baru,General Trade,27,Pria,Married,3320000
TR39070,350,2022-06-23,P8,16000,2,32000,4,Oat,Gita Ginara,Gita,General Trade,38,Wanita,Single,7950000
TR42841,72,2022-06-23,P7,9400,4,37600,8,Coffee Candy,Sinar Harapan,Harapan Baru,General Trade,26,Wanita,Single,1810000
TR53639,199,2022-06-23,P3,7500,4,30000,5,Crackers,Bonafid,Gita,General Trade,41,Wanita,Married,790000
TR61894,283,2022-06-23,P2,3200,7,22400,9,Ginger Candy ,Lingga,Lingga,Modern Trade,19,Pria,Single,0
TR75167,43,2022-06-23,P3,7500,4,30000,1,Crackers,Prima Tendean,Prima,Modern Trade,53,Wanita,Married,16640000
TR76988,433,2022-06-23,P8,16000,2,32000,6,Oat,Lingga,Lingga,Modern Trade,48,Pria,Married,11970000
TR79428,85,2022-06-23,P4,12000,2,24000,7,Potato Chip,Buana Indah,Buana,General Trade,59,Pria,Married,7890000
TR81068,306,2022-06-23,P3,7500,3,22500,13,Crackers,Buana,Buana,General Trade,49,Wanita,Married,16520000
TR88787,217,2022-06-23,P1,8800,7,61600,9,Choco Bar,Lingga,Lingga,Modern Trade,39,Pria,Single,6960000
TR88788,50,2022-06-23,P5,4200,3,12600,11,Thai Tea,Sinar Harapan,Prestasi,General Trade,31,Pria,Married,6010000
TR93404,236,2022-06-23,P6,18000,3,54000,6,Cashew,Lingga,Lingga,Modern Trade,28,Wanita,Married,3130000
TR96467,340,2022-06-23,P6,18000,4,72000,3,Cashew,Prima Kota,Prima,Modern Trade,41,Wanita,Single,1090000
TR14167,1,2022-06-24,P1,8800,7,61600,2,Choco Bar,Prima Kelapa Dua,Prima,Modern Trade,55,Pria,Married,5120000
TR19144,187,2022-06-24,P8,16000,1,16000,3,Oat,Prima Kota,Prima,Modern Trade,49,Pria,Married,9180000
TR22592,29,2022-06-24,P3,7500,6,45000,5,Crackers,Bonafid,Gita,General Trade,59,Pria,Married,1050000
TR36976,93,2022-06-24,P7,9400,4,37600,14,Coffee Candy,Priangan,Priangan,Modern Trade,32,Wanita,Married,4850000
TR37179,371,2022-06-24,P10,15000,3,45000,12,Cheese Stick,Prestasi Utama,Prestasi,General Trade,25,Wanita,Married,3060000
TR48896,114,2022-06-24,P10,15000,5,75000,6,Cheese Stick,Lingga,Lingga,Modern Trade,22,Wanita,Single,3140000
TR49570,349,2022-06-24,P2,3200,4,12800,9,Ginger Candy ,Lingga,Lingga,Modern Trade,37,Wanita,Married,5960000
TR50252,111,2022-06-24,P8,16000,1,16000,2,Oat,Prima Kelapa Dua,Prima,Modern Trade,59,Pria,Married,4590000
TR55536,388,2022-06-24,P2,3200,5,16000,10,Ginger Candy ,Harapan Baru,Harapan Baru,General Trade,44,Pria,Married,16120000
TR67439,7,2022-06-24,P3,7500,1,7500,10,Crackers,Harapan Baru,Harapan Baru,General Trade,31,Wanita,Married,4570000
TR70096,378,2022-06-24,P4,12000,4,48000,9,Potato Chip,Lingga,Lingga,Modern Trade,54,Wanita,Married,14660000
TR7407,79,2022-06-24,P10,15000,1,15000,3,Cheese Stick,Prima Kota,Prima,Modern Trade,20,Pria,Single,160000
TR76450,220,2022-06-24,P5,4200,2,8400,9,Thai Tea,Lingga,Lingga,Modern Trade,45,Wanita,Married,16350000
TR84479,294,2022-06-24,P5,4200,5,21000,5,Thai Tea,Bonafid,Gita,General Trade,54,Pria,Married,19070000
TR86088,301,2022-06-24,P9,10000,1,10000,13,Yoghurt,Buana,Buana,General Trade,60,Wanita,Married,8970000
TR86105,439,2022-06-24,P5,4200,3,12600,13,Thai Tea,Buana,Buana,General Trade,35,Wanita,Single,12340000
TR92539,97,2022-06-24,P1,8800,4,35200,2,Choco Bar,Prima Kelapa Dua,Prima,Modern Trade,51,Pria,Married,20220000
TR95006,147,2022-06-24,P3,7500,5,37500,11,Crackers,Sinar Harapan,Prestasi,General Trade,59,Pria,Married,8020000
TR15308,356,2022-06-25,P8,16000,3,48000,8,Oat,Sinar Harapan,Harapan Baru,General Trade,56,Wanita,Married,13250000
TR17485,394,2022-06-25,P8,16000,1,16000,2,Oat,Prima Kelapa Dua,Prima,Modern Trade,50,Wanita,Married,7190000
TR17535,157,2022-06-25,P3,7500,1,7500,9,Crackers,Lingga,Lingga,Modern Trade,44,Wanita,Single,2520000
TR27949,114,2022-06-25,P4,12000,2,24000,6,Potato Chip,Lingga,Lingga,Modern Trade,22,Wanita,Single,3140000
TR34717,85,2022-06-25,P9,10000,3,30000,6,Yoghurt,Lingga,Lingga,Modern Trade,59,Pria,Married,7890000
TR35748,429,2022-06-25,P5,4200,5,21000,4,Thai Tea,Gita Ginara,Gita,General Trade,37,Pria,Married,8970000
TR41052,76,2022-06-25,P1,8800,7,61600,8,Choco Bar,Sinar Harapan,Harapan Baru,General Trade,38,Pria,Married,7880000
TR43767,284,2022-06-25,P2,3200,4,12800,10,Ginger Candy ,Harapan Baru,Harapan Baru,General Trade,49,Pria,Married,11310000
TR48384,430,2022-06-25,P4,12000,5,60000,9,Potato Chip,Lingga,Lingga,Modern Trade,55,Pria,Single,18370000
TR58441,1,2022-06-25,P2,3200,7,22400,8,Ginger Candy ,Sinar Harapan,Harapan Baru,General Trade,55,Pria,Married,5120000
TR65394,435,2022-06-25,P7,9400,5,47000,12,Coffee Candy,Prestasi Utama,Prestasi,General Trade,29,Pria,Married,3610000
TR67252,306,2022-06-25,P10,15000,5,75000,9,Cheese Stick,Lingga,Lingga,Modern Trade,49,Wanita,Married,16520000
TR81925,291,2022-06-25,P7,9400,6,56400,6,Coffee Candy,Lingga,Lingga,Modern Trade,49,Wanita,Married,19980000
TR81972,347,2022-06-25,P3,7500,3,22500,5,Crackers,Bonafid,Gita,General Trade,26,Pria,Single,3690000
TR86875,367,2022-06-25,P9,10000,2,20000,10,Yoghurt,Harapan Baru,Harapan Baru,General Trade,43,Wanita,Married,10960000
TR91676,297,2022-06-25,P2,3200,5,16000,14,Ginger Candy ,Priangan,Priangan,Modern Trade,41,Pria,Married,12130000
TR99533,178,2022-06-25,P1,8800,9,79200,10,Choco Bar,Harapan Baru,Harapan Baru,General Trade,43,Wanita,Married,9580000
TR12624,7,2022-06-26,P7,9400,5,47000,11,Coffee Candy,Sinar Harapan,Prestasi,General Trade,31,Wanita,Married,4570000
TR14129,15,2022-06-26,P8,16000,3,48000,12,Oat,Prestasi Utama,Prestasi,General Trade,30,Wanita,Married,4520000
TR20103,33,2022-06-26,P9,10000,1,10000,11,Yoghurt,Sinar Harapan,Prestasi,General Trade,53,Wanita,Married,17110000
TR27438,307,2022-06-26,P1,8800,7,61600,8,Choco Bar,Sinar Harapan,Harapan Baru,General Trade,31,Wanita,Married,5220000
TR29651,175,2022-06-26,P4,12000,2,24000,8,Potato Chip,Sinar Harapan,Harapan Baru,General Trade,60,Wanita,Married,970000
TR37850,89,2022-06-26,P8,16000,3,48000,9,Oat,Lingga,Lingga,Modern Trade,32,Wanita,Married,9680000
TR38831,82,2022-06-26,P1,8800,5,44000,9,Choco Bar,Lingga,Lingga,Modern Trade,60,Pria,Married,6240000
TR38910,402,2022-06-26,P6,18000,1,18000,11,Cashew,Sinar Harapan,Prestasi,General Trade,51,Wanita,Married,17650000
TR41119,394,2022-06-26,P2,3200,3,9600,7,Ginger Candy ,Buana Indah,Buana,General Trade,50,Wanita,Married,7190000
TR43136,330,2022-06-26,P7,9400,5,47000,7,Coffee Candy,Buana Indah,Buana,General Trade,61,Pria,Married,70000
TR44183,105,2022-06-26,P5,4200,4,16800,6,Thai Tea,Lingga,Lingga,Modern Trade,61,Wanita,Married,7540000
TR4732,231,2022-06-26,P4,12000,4,48000,12,Potato Chip,Prestasi Utama,Prestasi,General Trade,51,Pria,Married,16590000
TR57125,353,2022-06-26,P9,10000,3,30000,12,Yoghurt,Prestasi Utama,Prestasi,General Trade,25,Wanita,Single,1320000
TR61555,285,2022-06-26,P10,15000,1,15000,10,Cheese Stick,Harapan Baru,Harapan Baru,General Trade,20,Wanita,Single,0
TR74178,92,2022-06-26,P5,4200,4,16800,5,Thai Tea,Bonafid,Gita,General Trade,60,Wanita,Married,10720000
TR77285,238,2022-06-26,P2,3200,7,22400,9,Ginger Candy ,Lingga,Lingga,Modern Trade,26,Wanita,Single,6610000
TR77373,191,2022-06-26,P1,8800,6,52800,4,Choco Bar,Gita Ginara,Gita,General Trade,35,Pria,Married,830000
TR1203,417,2022-06-27,P9,10000,7,70000,1,Yoghurt,Prima Tendean,Prima,Modern Trade,47,Pria,Married,12750000
TR13021,42,2022-06-27,P3,7500,4,30000,10,Crackers,Harapan Baru,Harapan Baru,General Trade,60,Wanita,Married,10280000
TR17185,209,2022-06-27,P1,8800,3,26400,13,Choco Bar,Buana,Buana,General Trade,47,Wanita,Single,2550000
TR42701,377,2022-06-27,P5,4200,3,12600,2,Thai Tea,Prima Kelapa Dua,Prima,Modern Trade,53,Wanita,Single,10390000
TR43661,204,2022-06-27,P2,3200,5,16000,7,Ginger Candy ,Buana Indah,Buana,General Trade,53,Wanita,Married,9460000
TR57301,141,2022-06-27,P1,8800,3,26400,12,Choco Bar,Prestasi Utama,Prestasi,General Trade,65,Pria,Married,9940000
TR60853,91,2022-06-27,P4,12000,5,60000,14,Potato Chip,Priangan,Priangan,Modern Trade,59,Wanita,Married,9850000
TR62432,331,2022-06-27,P4,12000,1,12000,7,Potato Chip,Buana Indah,Buana,General Trade,54,Wanita,Married,16190000
TR64572,262,2022-06-27,P4,12000,3,36000,11,Potato Chip,Sinar Harapan,Prestasi,General Trade,34,Pria,Married,5610000
TR67368,170,2022-06-27,P8,16000,1,16000,6,Oat,Lingga,Lingga,Modern Trade,36,Wanita,Married,7550000
TR70430,132,2022-06-27,P9,10000,7,70000,12,Yoghurt,Prestasi Utama,Prestasi,General Trade,41,Wanita,Married,17690000
TR72548,275,2022-06-27,P7,9400,5,47000,14,Coffee Candy,Priangan,Priangan,Modern Trade,41,Wanita,Married,15330000
TR72720,6,2022-06-27,P4,12000,3,36000,12,Potato Chip,Prestasi Utama,Prestasi,General Trade,23,Wanita,Married,2330000
TR86196,282,2022-06-27,P10,15000,3,45000,3,Cheese Stick,Prima Kota,Prima,Modern Trade,55,Wanita,Married,11380000
TR96799,129,2022-06-27,P10,15000,5,75000,9,Cheese Stick,Lingga,Lingga,Modern Trade,35,Pria,Single,10460000
TR98043,385,2022-06-27,P2,3200,7,22400,11,Ginger Candy ,Sinar Harapan,Prestasi,General Trade,41,Pria,Married,15840000
TR16709,325,2022-06-28,P3,7500,1,7500,8,Crackers,Sinar Harapan,Harapan Baru,General Trade,37,Wanita,Single,3250000
TR19486,229,2022-06-28,P7,9400,3,28200,6,Coffee Candy,Lingga,Lingga,Modern Trade,32,Wanita,Married,10170000
TR19961,338,2022-06-28,P6,18000,1,18000,14,Cashew,Priangan,Priangan,Modern Trade,46,Pria,Married,5120000
TR238,196,2022-06-28,P8,16000,1,16000,3,Oat,Prima Kota,Prima,Modern Trade,34,Wanita,Married,3170000
TR37278,274,2022-06-28,P1,8800,3,26400,11,Choco Bar,Sinar Harapan,Prestasi,General Trade,48,Wanita,Married,11990000
TR39399,423,2022-06-28,P1,8800,4,35200,14,Choco Bar,Priangan,Priangan,Modern Trade,22,Wanita,Married,3550000
TR49358,108,2022-06-28,P5,4200,2,8400,5,Thai Tea,Bonafid,Gita,General Trade,25,Wanita,Single,6870000
TR62976,30,2022-06-28,P2,3200,5,16000,10,Ginger Candy ,Harapan Baru,Harapan Baru,General Trade,37,Pria,Single,2260000
TR63083,344,2022-06-28,P9,10000,1,10000,12,Yoghurt,Prestasi Utama,Prestasi,General Trade,47,Pria,Married,5630000
TR6685,159,2022-06-28,P8,16000,1,16000,10,Oat,Harapan Baru,Harapan Baru,General Trade,53,Pria,Married,13650000
TR68225,423,2022-06-28,P9,10000,5,50000,4,Yoghurt,Gita Ginara,Gita,General Trade,22,Wanita,Married,3550000
TR84116,160,2022-06-28,P2,3200,7,22400,12,Ginger Candy ,Prestasi Utama,Prestasi,General Trade,48,Pria,Married,12570000
TR98640,407,2022-06-28,P10,15000,5,75000,9,Cheese Stick,Lingga,Lingga,Modern Trade,53,Pria,Married,9270000
TR99591,22,2022-06-28,P6,18000,3,54000,10,Cashew,Harapan Baru,Harapan Baru,General Trade,34,Wanita,Single,9910000
TR17593,362,2022-06-29,P5,4200,3,12600,7,Thai Tea,Buana Indah,Buana,General Trade,25,Wanita,Single,7470000
TR21396,429,2022-06-29,P4,12000,4,48000,2,Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,37,Pria,Married,8970000
TR24709,245,2022-06-29,P9,10000,4,40000,5,Yoghurt,Bonafid,Gita,General Trade,26,Pria,Married,4580000
TR39547,414,2022-06-29,P9,10000,4,40000,14,Yoghurt,Priangan,Priangan,Modern Trade,21,Pria,Single,740000
TR53622,87,2022-06-29,P1,8800,10,88000,5,Choco Bar,Bonafid,Gita,General Trade,44,Pria,Married,9570000
TR54358,31,2022-06-29,P1,8800,2,17600,1,Choco Bar,Prima Tendean,Prima,Modern Trade,38,Wanita,Married,9610000
TR58644,33,2022-06-29,P9,10000,7,70000,6,Yoghurt,Lingga,Lingga,Modern Trade,53,Wanita,Married,17110000
TR65558,95,2022-06-29,P4,12000,2,24000,13,Potato Chip,Buana,Buana,General Trade,52,Wanita,Married,17420000
TR97919,401,2022-06-29,P3,7500,4,30000,2,Crackers,Prima Kelapa Dua,Prima,Modern Trade,45,Wanita,Married,4080000
TR15114,49,2022-06-30,P4,12000,3,36000,8,Potato Chip,Sinar Harapan,Harapan Baru,General Trade,44,Pria,Married,13480000
